MANUFACTURER,MANUFACTURER IMG,Brand,Brand aka,Brand IMG,Line,Cigar,Cigar IMG,Vitola,LENGTH,RG,SHAPE,WRAPPER,BINDER,FILLER,ORIGIN,WRAPPER SHADE,STRENGTH,Box Pressed,Tubo,F/S,TIN,Pack,Barber,Favorite,MSRP,Box MSRP,Box Count,Inventory,Keystone1,Box Cost,Cigar Cost,Net,PRODUCT #,Master Case
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Redondo Almirante Belicoso,,Belicoso,5.50,55,Belicoso,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Redondo Toro,,Toro Gordo,6.50,55,Parejo,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Gobernador Toro,,Toro,6.50,55,Parejo,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Navegante Robusto,,Robusto,5.50,55,Parejo,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Virrey Gordo,,Gordo,6.00,58,Parejo,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Cameroon Churchill,,Churchill,7.00,48,Parejo,Cameroon,Nicaragua,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Cameroon Dbl Robusto,,Robusto Extra,5.50,54,Parejo,Cameroon,Nicaragua,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Cameroon Gordo,,Gordo,6.00,60,Parejo,Cameroon,Nicaragua,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Cameroon Short Robusto,,Short Robusto,4.00,48,Parejo,Cameroon,Nicaragua,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Cameroon Toro,,Toro,6.00,50,Parejo,Cameroon,Nicaragua,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Cameroon Torpedo,,Torpedo,6.50,52,Pyramid,Cameroon,Nicaragua,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Connecticut Churchill,,Churchill,7.00,50,Parejo,Connecticut Shade,San Andres Mexico,"Brazil, Nicaragua",Nicaragua,Connecticut,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Connecticut Corona Gorda,,Corona Extra,5.50,46,Parejo,Connecticut Shade,San Andres Mexico,"Brazil, Nicaragua",Nicaragua,Connecticut,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Connecticut Gordo,,Gordo,6.00,60,Parejo,Connecticut Shade,San Andres Mexico,"Brazil, Nicaragua",Nicaragua,Connecticut,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Connecticut Robusto,,Robusto,5.00,50,Parejo,Connecticut Shade,San Andres Mexico,"Brazil, Nicaragua",Nicaragua,Connecticut,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Connecticut Toro,,Toro,6.00,52,Parejo,Connecticut Shade,San Andres Mexico,"Brazil, Nicaragua",Nicaragua,Connecticut,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Connecticut Belicoso,,Belicoso,6.00,54,Pyramid,Connecticut Shade,San Andres Mexico,"Brazil, Nicaragua",Nicaragua,Connecticut,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Decenio Gordo,,Gordo,6.00,58,Parejo,Mexican San Andres Maduro,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Decenio Robusto,,Robusto Gordo,5.50,54,Parejo,Mexican San Andres Maduro,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Decenio Toro,,Toro,6.50,54,Parejo,Mexican San Andres Maduro,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Dorado Robusto,,Robusto,5.50,52,Parejo,Nicaragua,Criollo,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Dorado Toro,,Toro Gordo,6.50,54,Parejo,Nicaragua,Criollo,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Dorado Gordito,,Gordo,5.50,60,Parejo,Nicaragua,Criollo,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Dorado Figurado 6x56,,Perfecto,6.00,56,Perfecto,Nicaragua,Criollo,Nicaragua,Nicaragua,Natural,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Oscuro Double Corona,,Double Corona,7.50,55,Parejo,Dark Nicaragua,Jalapa,"Ometepe, Condega, Esteli",Nicaragua,Oscuro,Medium-Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Oscuro Gordo,,Gordo,6.00,58,Parejo,Dark Nicaragua,Jalapa,"Ometepe, Condega, Esteli",Nicaragua,Oscuro,Medium-Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Oscuro Robusto,,Robusto,5.50,55,Parejo,Dark Nicaragua,Jalapa,"Ometepe, Condega, Esteli",Nicaragua,Oscuro,Medium-Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Oscuro Toro,,Toro,6.50,55,Parejo,Dark Nicaragua,Jalapa,"Ometepe, Condega, Esteli",Nicaragua,Oscuro,Medium-Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Oscuro Toro Redondo,,Toro Gordo,6.50,55,Parejo,Dark Nicaragua,Jalapa,"Ometepe, Condega, Esteli",Nicaragua,Oscuro,Medium-Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Oscuro Belicoso,,Belicoso,5.50,55,Pyramid,Dark Nicaragua,Jalapa,"Ometepe, Condega, Esteli",Nicaragua,Oscuro,Medium-Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Puro Especial Gordo,,Gordo,6.00,60,Parejo,Nicaraguan Habano,Nicaraguan Habano,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Puro Especial Robusto,,Robusto,5.50,52,Parejo,Nicaraguan Habano,Nicaraguan Habano,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Puro Especial Short Churchill,,Short Churchill,6.00,48,Parejo,Nicaraguan Habano,Nicaraguan Habano,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF New World Puro Especial Toro,,Toro,6.50,52,Parejo,Nicaraguan Habano,Nicaraguan Habano,Nicaragua,Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,Ramon Allones Churchill,,Churchill,7.00,50,Parejo,Medio-Tiempo Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,Ramon Allones Robusto,,Robusto,5.50,50,Parejo,Medio-Tiempo Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,Ramon Allones Toro,,Toro,6.00,52,Parejo,Medio-Tiempo Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,Ramon Allones Torpedo,,Torpedo,6.50,54,Pyramid,Medio-Tiempo Nicaragua,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Dominicano Torpedo BP,,Torpedo,6.50,52,Box-Pressed Pyramid,Cubra Brazil,Dominican Republic,"Nicaragua, Dominican Republic",Nicaragua,Maduro,Medium,BP,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Dominicano Gordo,,Gordo,6.25,60,Parejo,Cubra Brazil,Dominican Republic,"Nicaragua, Dominican Republic",Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Dominicano Robusto,,Robusto,5.00,50,Parejo,Cubra Brazil,Dominican Republic,"Nicaragua, Dominican Republic",Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Dominicano Toro,,Toro,6.00,50,Parejo,Cubra Brazil,Dominican Republic,"Nicaragua, Dominican Republic",Nicaragua,Maduro,Medium,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Connecticut Churchill,,Churchill,7.00,52,Parejo,Ecuadorian Connecticut,Honduras,"Nicaragua, Dominican Republic",Nicaragua,Connecticut,Mild,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Connecticut Gran Toro,,Gordo,6.00,60,Parejo,Ecuadorian Connecticut,Honduras,"Nicaragua, Dominican Republic",Nicaragua,Connecticut,Mild,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Connecticut Robusto,,Robusto,5.00,52,Parejo,Ecuadorian Connecticut,Honduras,"Nicaragua, Dominican Republic",Nicaragua,Connecticut,Mild,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Connecticut Toro,,Toro,6.00,52,Parejo,Ecuadorian Connecticut,Honduras,"Nicaragua, Dominican Republic",Nicaragua,Connecticut,Mild,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Connecticut Torpedo,,Torpedo,6.50,52,Pyramid,Ecuadorian Connecticut,Honduras,"Nicaragua, Dominican Republic",Nicaragua,Connecticut,Mild,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Habano Churchill,,Churchill,7.00,54,Parejo,Brazilian Habano,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Habano Gran Toro,,Gordo,6.00,60,Parejo,Brazilian Habano,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Habano Robusto,,Robusto,5.00,54,Parejo,Brazilian Habano,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Habano Toro,,Toro,6.00,54,Parejo,Brazilian Habano,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Habano Torpedo,,Torpedo,6.50,54,Pyramid,Brazilian Habano,Nicaragua,"Nicaragua, Honduras",Nicaragua,Colorado,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Maduro Churchill,,Churchill,7.00,52,Parejo,Mexican San Andres,Nicaragua,"Nicaragua, Honduras",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Maduro Gran Toro,,Gordo,6.00,60,Parejo,Mexican San Andres,Nicaragua,"Nicaragua, Honduras",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Maduro Robusto,,Robusto,5.00,52,Parejo,Mexican San Andres,Nicaragua,"Nicaragua, Honduras",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Maduro Toro,,Toro,6.00,52,Parejo,Mexican San Andres,Nicaragua,"Nicaragua, Honduras",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano Requiem Maduro Torpedo,,Torpedo,6.50,52,Pyramid,Mexican San Andres,Nicaragua,"Nicaragua, Honduras",Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano The Bull Gran Toro,,Gordo,6.00,60,Parejo,Ecuadorian Sumatra,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano The Bull Robusto,,Robusto,5.00,54,Parejo,Ecuadorian Sumatra,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano The Bull Toro,,Toro,6.00,54,Parejo,Ecuadorian Sumatra,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
AJ Fernandez,img/icons/manufacturers/ajfernandez.svg,AJ Fernandez,ajf,img/ajfernandez.svg,,AJF San Lotano The Bull Torpedo,,Torpedo,6.50,54,Pyramid,Ecuadorian Sumatra,Nicaragua,Nicaragua,Nicaragua,Maduro,Full,,,,,,,,,,,,,,,,,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,85 Anniversario Reserva,Robusto,,Robusto,5.00,5,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,17.70,354.00,20,89,17.70,167.00,8.35,9.35,AL85R12,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,85 Anniversario Reserva,Toro,,Toro,6.00,52,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,19.70,394.00,20,89,19.70,187.00,9.35,10.35,AL85R12,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon,Queens Perfecto,,Perfecto,5.25,46,Parejo,Honduras,Honduras,Honduras,Honduras,Natural,Medium,,,,,,,,9.60,192.00,20,89,9.60,86.00,4.30,5.30,AL13CM,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon,Elegante,,Lancero,7.00,38,Parejo,Honduras,Honduras,Honduras,Honduras,Natural,Medium,,,,,,,,12.00,240.00,20,89,12.00,110.00,5.50,6.50,AL02CM,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon,Gordo,,Gordo,6.50,60,Parejo,Honduras,Honduras,Honduras,Honduras,Natural,Medium,,,,,,,,13.30,266.00,20,89,13.30,123.00,6.15,7.15,AL06CM,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon,Lonsdale,,Lonsdale,6.00,43,Parejo,Honduras,Honduras,Honduras,Honduras,Natural,Medium,,,,,,,,10.00,240.00,24,89,10.00,108.00,4.50,5.50,AL03CM,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon,Robusto,,Robusto,5.00,50,Parejo,Honduras,Honduras,Honduras,Honduras,Natural,Medium,,,,,,,,11.60,278.40,24,89,11.60,127.20,5.30,6.30,AL04CM,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon,Super Toro,,Toro Gordo,6.00,52,Parejo,Honduras,Honduras,Honduras,Honduras,Natural,Medium,,,,,,,,12.20,292.80,24,89,12.20,134.40,5.60,6.60,AL12CM,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Cameroon Reserva,Toro,,Toro,6.00,52,Parejo,Honduras (Cameroon-seed),Honduras (Cameroon-seed),Honduras (Cameroon-seed),Honduras,Colorado,Medium,,,,,,,,24.00,288.00,12,89,24.00,138.00,11.50,12.50,AL12CMR,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Candela,Toro,,Toro,6.00,50,Parejo,Honduras (Cameroon-seed),Honduras (Cameroon-seed),Honduras (Cameroon-seed),Honduras,Colorado,Medium,,,,,,,,12.00,240.00,20,89,12.00,110.00,5.50,6.50,AL12CD,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Classic,Corona,,Corona,5.00,44,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,8.90,178.00,20,89,8.90,79.00,3.95,4.95,AL07CL,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Classic,Robusto,,Robusto,5.00,50,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,11.20,224.00,20,89,11.20,102.00,5.10,6.10,AL04CL,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Classic,Elegante,,Lancero,7.00,38,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,12.00,240.00,20,89,12.00,110.00,5.50,6.50,AL02CL,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Classic,Toro,,Toro,6.00,50,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,12.20,244.00,20,89,12.20,112.00,5.60,6.60,AL12CL,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Classic,Gordo,,Gordo,6.50,60,Parejo,Mexican San Andres Maduro,Corojo,Corojo,Honduras,Maduro,Medium,,,,,,,,12.60,252.00,20,89,12.60,116.00,5.80,6.80,AL06CL,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Connecticut,Queens Perfecto,,Perfecto,5.25,46,Perfecto,Ecuador,Honduras,Honduras,Honduras,Claro,Mild,,,,,,,,9.60,192.00,20,89,9.60,86.00,4.30,5.30,AL13CT,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Connecticut,Robusto,,Robusto,5.00,50,Parejo,Ecuador,Honduras,Honduras,Honduras,Claro,Mild,,,,,,,,10.90,218.00,20,89,10.90,99.00,4.95,5.95,AL04CT,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Connecticut,Toro,,Toro,6.00,50,Parejo,Ecuador,Honduras,Honduras,Honduras,Claro,Mild,,,,,,,,11.80,236.00,20,89,11.80,108.00,5.40,6.40,AL12CT,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Connecticut,Churchill,,Churchill,7.00,52,Parejo,Ecuador,Honduras,Honduras,Honduras,Claro,Mild,,,,,,,,12.40,248.00,20,89,12.40,114.00,5.70,6.70,AL01CT,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Connecticut,Gordo,,Gordo,6.50,60,Parejo,Ecuador,Honduras,Honduras,Honduras,Claro,Mild,,,,,,,,12.60,252.00,20,89,12.60,116.00,5.80,6.80,AL06CT,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Corojo Reserva,Figurado BP,,Figurado,6.25,54,Figurado,Honduras Corojo,Honduras Corojo,Honduras Corojo,Honduras,Colorado Maduro,Full ,BP,,,,,,,18.70,187.00,10,89,18.70,88.50,8.85,9.85,AL14R,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Corojo Reserva,No. 4,,Corona,5.00,44,Parejo,Honduras Corojo,Honduras Corojo,Honduras Corojo,Honduras,Colorado Maduro,Full ,,,,,,,,12.00,240.00,20,89,12.00,110.00,5.50,6.50,AL07R,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Corojo Reserva,Robusto,,Robusto,5.00,50,Parejo,Honduras Corojo,Honduras Corojo,Honduras Corojo,Honduras,Colorado Maduro,Full ,,,,,,,,15.20,304.00,20,89,15.20,142.00,7.10,8.10,AL04R,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Corojo Reserva,Toro,,Toro,6.00,52,Parejo,Honduras Corojo,Honduras Corojo,Honduras Corojo,Honduras,Colorado Maduro,Full ,,,,,,,,17.20,344.00,20,89,17.20,162.00,8.10,9.10,AL12R,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Fuma Noche,Super Toro,,Toro Gordo,6.25,54,Parejo,Maduro,,,Honduras,Maduro,Full ,,,,,,,,16.60,265.60,16,89,16.60,124.80,7.80,8.80,AL12FN,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,LE Cameroon,Toro,,Toro,6.00,52,Parejo,Cameroon,"Honduras, Undisclosed","Honduras, Undisclosed",Honduras,Colorado,Medium,,,,,,,,17.60,352.00,20,89,17.60,166.00,8.30,9.30,AL12LE,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Aladino Maduro,Corona BP,,Corona,5.00,44,Parejo,Mexican San Andres Maduro,Honduras Corojo,Honduras Corojo,Honduras,Maduro,Medium,BP,,,,,,,8.90,178.00,20,89,8.90,79.00,3.95,4.95,AL07M,
JRE Tobacco Co,img/icons/manufacturers/jre.svg,Aladino,,img/icons/brands/aladino.svg,Aladino Maduro,Cazador BP,,Corona Extra,6.00,46,Parejo,Mexican San Andres Maduro,Honduras Corojo,Honduras Corojo,Honduras,Maduro,Medium,BP,,,,,,,10.90,218.00,20,89,10.90,99.00,4.95,5.95,AL09M,
